"year","ubigeo","caseid","conglome","estrato","codperso","facpob07","sex","age","civil_status","poverty","linpe","linea","caseid2","visit_preg","p4041","p4042","p4043","p4044","p4045","p4046","p4047","p4191","p4192","p4193","p4194","p4195","p4196","p4197","p4198","factor07","language","education_level","who_assisted_you","health_insurance"
"2015","090402","03  006468  044  11  090402","006468","rural","01",139.93,"woman",70,"married/living_together","poor",145.335739135742,231.167556762695,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,139.93,NA,"less than secondary",NA,"yes"
"2016","100208","03  006564  010  11  100208","006564","urban","01",312.930917179813,"woman",63,"no married/living_together","no poor",160.777938842773,290.748779296875,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,312.930917179813,"spanish","less than secondary",NA,"yes"
"2015","100904","03  006643  001  11  100904","006643","rural","01",223.25,"man",81,NA,"no poor",136.040298461914,229.930892944336,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,1,2,2,2,223.25,"spanish","less than secondary","doctor/nurse/obstetrician","yes"
"2015","100802","03  006651  049  11  100802","006651","rural","01",186.41,"man",30,NA,"no poor",145.335739135742,235.978424072266,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,186.41,"spanish","less than secondary",NA,NA
"2015","110507","03  006801  018  11  110507","006801","urban","01",261.49,"woman",59,"no married/living_together","no poor",156.370590209961,322.045776367188,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,261.49,"spanish","less than secondary","doctor/nurse/obstetrician",NA
"2015","120430","03  006968  007  11  120430","006968","rural","01",531.31,"man",76,"no married/living_together","poor",153.936996459961,275.936279296875,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,531.31,NA,"less than secondary",NA,NA
"2015","120136","03  006988  016  11  120136","006988","rural","01",554.41,"man",35,"married/living_together","no poor",153.936996459961,275.936279296875,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,554.41,"spanish",NA,NA,NA
"2015","120417","03  007030  008  11  120417","007030","rural","01",180.31,"man",53,"married/living_together","poor",145.335739135742,232.535095214844,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,180.31,"spanish","less than secondary",NA,"yes"
"2015","120903","03  007045  019  11  120903","007045","rural","01",184.5,"man",55,"married/living_together","no poor",145.335739135742,232.535095214844,"01  02","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,184.5,"spanish","less than secondary",NA,NA
"2015","120124","03  007052  005  11  120124","007052","rural","01",184.5,"man",55,"no married/living_together","no poor",145.335739135742,232.535095214844,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,184.5,NA,"less than secondary",NA,"yes"
"2015","130402","03  007162  001  11  130402","007162","rural","01",523.18,"man",76,"married/living_together","no poor",156.370590209961,310.380889892578,"01  01","no",1,0,0,0,0,0,0,1,2,2,2,2,2,2,2,523.18,"spanish","less than secondary","doctor/nurse/obstetrician","yes"
"2015","130207","03  007194  005  11  130207","007194","rural","01",382.44,"man",55,NA,"no poor",156.370590209961,310.380889892578,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,382.44,"spanish",NA,NA,NA
"2015","140111","03  007439  001  11  140111","007439","rural","01",145.27,"man",46,"married/living_together","poor",156.370590209961,313.46923828125,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,145.27,"spanish",NA,NA,"yes"
"2015","150104","03  007888  001  11  150104","007888","urban","01",524.64,"man",67,"no married/living_together","no poor",203.860992431641,399.429595947266,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,2,524.64,"spanish",NA,NA,"yes"
"2015","150205","03  007998  001  11  150205","007998","urban","01",189.38,"woman",42,"no married/living_together","no poor",156.370590209961,310.520111083984,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,189.38,"spanish",NA,NA,"yes"
"2015","150513","03  008104  006  11  150513","008104","rural","01",305.75,"man",73,"married/living_together","no poor",156.370590209961,310.520111083984,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,305.75,"spanish",NA,NA,"yes"
"2015","150807","03  008126  001  11  150807","008126","rural","01",115.04,"man",41,NA,"no poor",145.335739135742,233.375305175781,"01  01","no",0,0,0,0,1,0,0,2,2,2,2,1,2,2,2,115.04,"spanish","less than secondary","other","yes"
"2015","160401","03  008269  002  11  160401","008269","rural","01",212.7,"woman",37,"no married/living_together","no poor",167.636779785156,289.853973388672,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,212.7,"spanish","less than secondary",NA,"yes"
"2015","160704","03  008311  005  11  160704","008311","rural","01",168.34,"woman",39,"no married/living_together","poor",136.040298461914,221.367782592773,"01  01","no",0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,168.34,"no spanish","less than secondary","other",NA
"2015","170202","03  008436  001  11  170202","008436","rural","01",40.25,"man",41,NA,"no poor",136.040298461914,222.281600952148,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,40.25,NA,NA,NA,NA
"2015","180303","03  008532  034  11  180303","008532","urban","01",87.91,"man",60,"married/living_together","no poor",156.370590209961,310.538757324219,"01  01","no",1,0,0,0,0,0,0,2,1,2,2,2,2,2,2,87.91,"spanish",NA,"doctor/nurse/obstetrician","yes"
"2015","190107","03  008675  015  11  190107","008675","rural","01",177.15,"woman",35,"no married/living_together","no poor",153.936996459961,277.533630371094,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,177.15,"spanish","less than secondary",NA,NA
"2015","190106","03  008702  011  11  190106","008702","rural","01",95.49,"man",69,"no married/living_together","no poor",145.335739135742,233.676818847656,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,95.49,NA,"less than secondary",NA,"yes"
"2015","200602","03  008833  006  11  200602","008833","urban","01",446.19,"woman",54,"no married/living_together","no poor",156.370590209961,315.131896972656,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,446.19,"spanish","less than secondary",NA,NA
"2015","200607","03  008852  002  11  200607","008852","urban","01",285.49,"woman",70,"no married/living_together","no poor",156.370590209961,315.131896972656,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,285.49,"spanish","less than secondary",NA,NA
"2015","200706","03  008908  016  11  200706","008908","rural","01",150.81,"man",57,"no married/living_together","no poor",138.997756958008,253.593872070312,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,150.81,"spanish","less than secondary",NA,"yes"
"2015","200409","03  008951  001  11  200409","008951","rural","01",150.81,"man",70,"married/living_together","no poor",138.997756958008,253.593872070312,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,150.81,"spanish","less than secondary",NA,"yes"
"2016","210203","03  009059  033  11  210203","009059","rural","01",286.217050027866,"man",43,"no married/living_together","poor",153.329116821289,249.263336181641,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,286.217050027866,NA,"less than secondary",NA,NA
"2015","210809","03  009065  001  11  210809","009065","rural","01",345.01,"man",43,"married/living_together","poor",145.335739135742,237.438674926758,"01  02","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,345.01,NA,"less than secondary",NA,NA
"2015","210702","03  009069  007  11  210702","009069","rural","01",309.72,"man",59,"married/living_together","poor",145.335739135742,237.438674926758,"01  02","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,309.72,NA,"less than secondary",NA,"yes"
"2015","210605","03  009074  029  11  210605","009074","rural","01",330.37,"man",56,"married/living_together","no poor",145.335739135742,237.438674926758,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,330.37,NA,"less than secondary",NA,"yes"
"2015","220807","03  009180  021  11  220807","009180","rural","01",182.75,"man",38,NA,"no poor",136.040298461914,222.194549560547,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,182.75,"spanish","less than secondary",NA,"yes"
"2015","220506","03  009201  055  11  220506","009201","rural","01",182.75,"man",43,NA,"no poor",136.040298461914,222.194549560547,"01  02","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,182.75,"spanish","less than secondary",NA,NA
"2015","220201","03  009272  003  11  220201","009272","rural","01",263.53,"man",45,NA,"no poor",167.636779785156,291.038177490234,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,263.53,"spanish",NA,NA,"yes"
"2015","221003","03  009291  001  11  221003","009291","rural","01",182.75,"man",38,"married/living_together","no poor",136.040298461914,222.194549560547,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,182.75,"spanish","less than secondary",NA,NA
"2015","230201","03  009443  015  11  230201","009443","rural","01",58.81,"woman",43,"married/living_together","poor",145.335739135742,234.806045532227,"01  01","no",1,0,0,0,0,0,0,1,2,2,2,2,2,2,2,58.81,"spanish",NA,"doctor/nurse/obstetrician","yes"
"2015","230106","03  009455  003  11  230106","009455","rural","01",58.81,"man",35,"married/living_together","no poor",145.335739135742,234.806045532227,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,58.81,NA,"less than secondary",NA,"yes"
"2016","040406","03  009914  025  11  040406","009914","rural","01",135.143580798423,"woman",61,"no married/living_together","poor",153.329116821289,247.254943847656,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,135.143580798423,NA,"less than secondary",NA,NA
"2016","150404","03  010264  006  11  150404","010264","rural","01",118.18208936743,"woman",55,"married/living_together","no poor",153.329116821289,244.573364257812,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,118.18208936743,"spanish",NA,NA,"yes"
"2021","010523","03  015078  003  11  010523","015078","rural","01",71.0904312133789,"woman",81,"married/living_together","no poor",171.596176147461,269.178527832031,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,71.0904312133789,"spanish","less than secondary",NA,"yes"
"2021","021005","03  015387  010  11  021005","015387","rural","01",210.276718139648,"woman",80,"no married/living_together","no poor",171.596176147461,278.231109619141,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,210.276718139648,NA,"less than secondary",NA,"yes"
"2021","030220","03  015444  018  11  030220","015444","urban","01",541.120849609375,"man",40,NA,"no poor",180.565078735352,321.362487792969,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,1,2,2,2,541.120849609375,NA,"less than secondary","doctor/nurse/obstetrician","yes"
"2021","030410","03  015462  002  11  030410","015462","rural","01",144.110260009766,"man",33,NA,"poor",171.596176147461,272.231567382812,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,144.110260009766,NA,NA,NA,"yes"
"2021","030411","03  015472  009  11  030411","015472","rural","01",144.110260009766,"woman",71,"married/living_together","no poor",171.596176147461,272.231567382812,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,144.110260009766,NA,"less than secondary",NA,"yes"
"2021","040807","03  015762  013  11  040807","015762","rural","01",138.702728271484,"man",69,"married/living_together","no poor",171.596176147461,279.674926757812,"01  01","no",0,0,0,1,0,0,0,2,2,2,2,1,2,2,2,138.702728271484,NA,"less than secondary","doctor/nurse/obstetrician","yes"
"2021","040809","03  015777  014  11  040809","015777","rural","01",138.702728271484,"woman",29,"no married/living_together","poor",171.596176147461,279.674926757812,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,138.702728271484,NA,NA,NA,"yes"
"2021","051003","03  015876  014  11  051003","015876","rural","01",165.965103149414,"woman",45,"no married/living_together","no poor",171.596176147461,279.003051757812,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,165.965103149414,NA,NA,NA,NA
"2021","050610","03  015892  007  11  050610","015892","rural","01",165.965103149414,"man",44,"no married/living_together","no poor",171.596176147461,279.003051757812,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,165.965103149414,"spanish",NA,NA,"yes"
"2021","061110","03  016044  001  11  061110","016044","rural","01",80.008430480957,"man",70,NA,"poor",165.903747558594,291.836120605469,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,80.008430480957,"spanish","less than secondary",NA,"yes"
"2021","060311","03  016067  029  11  060311","016067","rural","01",372.276916503906,"man",42,NA,"no poor",171.596176147461,271.239410400391,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,372.276916503906,"spanish",NA,NA,"yes"
"2021","060408","03  016069  198  11  060408","016069","rural","01",372.276916503906,"man",59,"no married/living_together","no poor",171.596176147461,271.239410400391,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,372.276916503906,"spanish","less than secondary",NA,"yes"
"2021","060504","03  016071  045  11  060504","016071","rural","01",372.276916503906,"man",32,NA,"poor",171.596176147461,271.239410400391,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,372.276916503906,"spanish","less than secondary",NA,"yes"
"2021","080912","03  016520  006  11  080912","016520","rural","01",279.707580566406,"man",57,"married/living_together","no poor",162.258560180664,275.011352539062,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,279.707580566406,NA,NA,NA,"yes"
"2021","090719","03  016648  003  11  090719","016648","rural","01",155.767105102539,"woman",53,"no married/living_together","no poor",171.596176147461,277.488220214844,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,155.767105102539,NA,"less than secondary",NA,"yes"
"2021","120411","03  017284  005  11  120411","017284","rural","01",220.067337036133,"man",61,"married/living_together","no poor",171.596176147461,276.351806640625,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,220.067337036133,"spanish","less than secondary",NA,"yes"
"2021","150729","03  018537  008  11  150729","018537","rural","01",99.6931991577148,"woman",68,"no married/living_together","no poor",171.596176147461,275.415740966797,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,99.6931991577148,"spanish",NA,NA,"yes"
"2021","200702","03  019281  008  11  200702","019281","urban","01",303.971282958984,"man",58,NA,"no poor",189.645767211914,384.622436523438,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,303.971282958984,"spanish","less than secondary",NA,"yes"
"2021","210111","03  019540  349  11  210111","019540","rural","01",353.993988037109,"man",72,"married/living_together","poor",171.596176147461,285.076019287109,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,353.993988037109,NA,"less than secondary",NA,"yes"
"2015","010701","04  000060  003  11  010701","000060","urban","01",181.38,"man",48,NA,"poor",167.636779785156,293.982025146484,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,181.38,"spanish","less than secondary",NA,NA
"2015","021809","04  000160  013  11  021809","000160","urban","01",179.7,"woman",54,"no married/living_together","no poor",156.370590209961,311.292358398438,"01  01","no",1,0,0,0,0,0,0,1,2,2,2,2,2,2,2,179.7,"spanish",NA,"doctor/nurse/obstetrician","yes"
"2015","030703","04  000351  050  11  030703","000351","rural","01",144.11,"man",42,NA,"poor",145.335739135742,232.682327270508,"01  01","no",0,0,0,0,1,0,0,2,2,2,2,1,2,2,2,144.11,NA,"less than secondary","other","yes"
"2015","060801","04  000741  015  11  060801","000741","urban","01",403.64,"man",85,"no married/living_together","no poor",167.636779785156,295.292419433594,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,403.64,"spanish","less than secondary",NA,NA
"2015","060901","04  000746  009  11  060901","000746","rural","01",1316.41,"woman",72,"no married/living_together","poor",167.636779785156,295.292419433594,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,1316.41,"spanish","less than secondary",NA,"yes"
"2015","060904","04  000754  028  11  060904","000754","rural","01",425.23,"man",41,NA,"poor",136.040298461914,225.164703369141,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,425.23,"spanish","less than secondary",NA,"yes"
"2015","080108","04  000764  001  11  080108","000764","urban","01",668.48,"man",31,NA,"no poor",153.936996459961,281.594360351562,"01  02","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,668.48,NA,NA,NA,"yes"
"2015","080606","04  000857  011  11  080606","000857","rural","01",287.29,"man",41,"married/living_together","poor",145.335739135742,236.579223632812,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,287.29,NA,NA,NA,"yes"
"2015","090613","04  000978  029  11  090613","000978","rural","01",162.21,"man",38,NA,"no poor",145.335739135742,231.167556762695,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,162.21,NA,"less than secondary",NA,"yes"
"2015","101104","04  001047  019  11  101104","001047","rural","01",203.22,"man",42,"no married/living_together","poor",145.335739135742,235.978424072266,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,203.22,NA,"less than secondary",NA,"yes"
"2015","100104","04  001056  011  11  100104","001056","rural","01",203.22,"woman",42,"no married/living_together","poor",145.335739135742,235.978424072266,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,203.22,NA,"less than secondary",NA,"yes"
"2015","110202","04  001226  032  11  110202","001226","rural","01",83.05,"man",34,NA,"no poor",138.997756958008,258.584411621094,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,83.05,"spanish",NA,NA,"yes"
"2015","110305","04  001238  020  11  110305","001238","rural","01",83.05,"man",31,NA,"no poor",138.997756958008,258.584411621094,"01  02","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,83.05,"spanish","less than secondary",NA,"yes"
"2015","120501","04  001339  010  11  120501","001339","rural","01",234.97,"man",69,"married/living_together","no poor",145.335739135742,232.535095214844,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,234.97,"spanish",NA,NA,"yes"
"2015","130111","04  001403  047  11  130111","001403","urban","01",774.52,"man",46,"married/living_together","no poor",156.370590209961,310.380889892578,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,2,774.52,"spanish",NA,NA,"yes"
"2015","140310","04  001621  019  11  140310","001621","rural","01",929.44,"woman",87,"no married/living_together","no poor",156.370590209961,313.46923828125,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,1,2,2,2,929.44,"spanish","less than secondary","doctor/nurse/obstetrician","yes"
"2015","140304","04  001638  035  11  140304","001638","rural","01",198.69,"woman",82,"no married/living_together","no poor",138.997756958008,252.393737792969,"01  01","no",1,0,0,0,0,0,0,1,2,2,2,2,2,2,2,198.69,"spanish","less than secondary","doctor/nurse/obstetrician","yes"
"2015","070105","04  001715  056  11  070105","001715","urban","01",339.58,"woman",80,"no married/living_together","no poor",203.860992431641,399.429595947266,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,339.58,"spanish",NA,NA,"yes"
"2015","150204","04  002144  018  11  150204","002144","urban","01",362.48,"woman",31,"no married/living_together","no poor",156.370590209961,310.520111083984,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,1,2,2,2,362.48,"spanish",NA,"doctor/nurse/obstetrician","yes"
"2015","170302","04  002413  004  11  170302","002413","rural","01",74.07,"woman",39,NA,"no poor",167.636779785156,291.162872314453,"01  01","yes",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,74.07,"spanish","less than secondary",NA,"yes"
"2015","200701","04  002737  011  11  200701","002737","urban","01",228.01,"woman",77,"no married/living_together","no poor",156.370590209961,315.131896972656,"01  02","no",1,0,0,0,0,0,0,1,2,2,2,2,2,2,2,228.01,"spanish","less than secondary","doctor/nurse/obstetrician","yes"
"2015","200401","04  002748  014  11  200401","002748","urban","01",398.91,"man",42,"married/living_together","no poor",156.370590209961,315.131896972656,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,1,2,2,2,398.91,"spanish",NA,"doctor/nurse/obstetrician","yes"
"2015","210708","04  002934  046  11  210708","002934","rural","01",356.89,"man",62,NA,"poor",145.335739135742,237.438674926758,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,356.89,NA,"less than secondary",NA,"yes"
"2015","220901","04  002967  022  11  220901","002967","urban","01",112.52,"woman",58,"no married/living_together","no poor",167.636779785156,291.038177490234,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,112.52,"spanish","less than secondary",NA,NA
"2015","230102","04  003141  002  11  230102","003141","urban","01",237.21,"man",52,"married/living_together","no poor",156.370590209961,313.025207519531,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,237.21,NA,"less than secondary",NA,NA
"2015","230301","04  003166  059  11  230301","003166","rural","01",67.92,"man",54,NA,"no poor",138.997756958008,252.0732421875,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,67.92,NA,"less than secondary",NA,NA
"2015","240304","04  003261  007  11  240304","003261","rural","01",219.63,"man",57,"married/living_together","no poor",156.370590209961,310.997924804688,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,219.63,"spanish","less than secondary","doctor/nurse/obstetrician",NA
"2015","250302","04  003372  005  11  250302","003372","rural","01",255.96,"woman",33,"no married/living_together","no poor",167.636779785156,299.055145263672,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,255.96,"spanish","less than secondary",NA,"yes"
"2015","250103","04  003395  034  11  250103","003395","rural","01",118.12,"man",58,NA,"no poor",136.040298461914,227.791687011719,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,1,2,2,2,118.12,NA,"less than secondary","doctor/nurse/obstetrician","yes"
"2015","131201","04  003712  016  11  131201","003712","urban","01",509.06,"man",67,"married/living_together","no poor",156.370590209961,310.380889892578,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,1,2,2,2,509.06,"spanish",NA,"doctor/nurse/obstetrician","yes"
"2015","240302","04  003976  004  11  240302","003976","rural","01",62.25,"man",59,"married/living_together","no poor",156.370590209961,310.997924804688,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,62.25,"spanish","less than secondary",NA,NA
"2015","010109","04  004027  119  11  010109","004027","rural","01",76.08,"man",44,"married/living_together","no poor",145.335739135742,230.493896484375,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,76.08,"spanish","less than secondary",NA,NA
"2015","021003","04  004028  003  11  021003","004028","rural","01",230.4,"man",60,"married/living_together","poor",145.335739135742,233.816345214844,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,230.4,NA,"less than secondary",NA,"yes"
"2015","010307","04  005057  016  11  010307","005057","rural","01",185.89,"woman",64,"no married/living_together","no poor",167.636779785156,293.982025146484,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,185.89,"spanish",NA,NA,"yes"
"2015","010520","04  005133  003  11  010520","005133","rural","01",66.21,"man",53,NA,"no poor",145.335739135742,230.493896484375,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,66.21,"spanish","less than secondary",NA,NA
"2015","010605","04  005168  051  11  010605","005168","rural","01",106,"man",73,"no married/living_together","no poor",136.040298461914,224.249816894531,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,106,"spanish","less than secondary",NA,"yes"
"2015","021803","04  005170  005  11  021803","005170","urban","01",606.93,"man",36,"married/living_together","poor",156.370590209961,311.292358398438,"01  02","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,606.93,"spanish",NA,NA,NA
"2015","021802","04  005232  029  11  021802","005232","rural","01",195.39,"man",62,"married/living_together","poor",145.335739135742,233.816345214844,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,195.39,NA,"less than secondary",NA,NA
"2015","021601","04  005271  001  11  021601","005271","rural","01",628.78,"man",58,"married/living_together","no poor",153.936996459961,277.728851318359,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,628.78,NA,NA,NA,"yes"
"2015","021301","04  005295  001  11  021301","005295","rural","01",195.39,"man",42,NA,"no poor",145.335739135742,233.816345214844,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,195.39,"spanish",NA,NA,"yes"
"2015","021008","04  005331  003  11  021008","005331","rural","01",195.39,"man",51,"married/living_together","no poor",145.335739135742,233.816345214844,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,195.39,NA,"less than secondary",NA,"yes"
"2015","030602","04  005363  003  11  030602","005363","rural","01",347.75,"woman",54,"no married/living_together","poor",153.936996459961,276.142272949219,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,347.75,NA,"less than secondary",NA,"yes"
"2015","030214","04  005423  008  11  030214","005423","rural","01",113.92,"man",24,NA,"poor",145.335739135742,232.682327270508,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,113.92,NA,NA,NA,"yes"
"2015","040413","04  005591  002  11  040413","005591","rural","01",408.14,"man",36,NA,"no poor",156.370590209961,315.145751953125,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,408.14,"spanish",NA,NA,"yes"
"2015","040121","04  005624  003  11  040121","005624","rural","01",204.07,"woman",33,NA,"no poor",156.370590209961,315.145751953125,"01  01","no",1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,204.07,"spanish","less than secondary","doctor/nurse/obstetrician",NA
"2016","040311","04  005645  010  11  040311","005645","rural","01",112.889656967002,"man",40,NA,"no poor",143.952606201172,262.659118652344,"01  01","no",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,112.889656967002,"spanish",NA,NA,NA
"2015","040705","04  005683  001  11  040705","005683","rural","01",123.97,"woman",74,"no married/living_together","no poor",138.997756958008,253.603851318359,"01  01","no",NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,123.97,NA,"less than secondary",NA,"yes"
"2015","050301","04  005749  005  11  050301","005749","rural","01",217.27,"woman",47,"no married/living_together","no poor",153.936996459961,278.525482177734,"01  01","yes",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,217.27,NA,"less than secondary",NA,"yes"
"2015","050103","04  005793  001  11  050103","005793","rural","01",148.64,"woman",69,"no married/living_together","no poor",145.335739135742,234.3857421875,"01  01","no",0,0,0,1,0,0,0,2,2,2,2,1,2,2,2,148.64,NA,"less than secondary","doctor/nurse/obstetrician","yes"
"2015","050206","04  005801  011  11  050206","005801","rural","01",148.64,"man",73,"married/living_together","poor",145.335739135742,234.3857421875,"01  01","no",0,0,0,1,0,0,0,2,2,2,2,1,2,2,2,148.64,NA,"less than secondary","doctor/nurse/obstetrician","yes"
